date,open,high,low,close,volume,pivot,r1,signal,ret,cap
2020-01-20,2197.65,2241.2,2156.35,2173.9,6324.586666666667,2228.8333333333335,2259.633333333333,,0.0,100000.0
2020-01-21,2169.3,2185.0,2158.05,2173.9,3678.826666666667,2190.483333333333,2301.316666666667,,0.0,100000.0
2020-01-22,2181.0,2210.0,2175.05,2209.8,2934.56,2172.316666666667,2222.916666666666,,0.0,100000.0
2020-01-23,2210.0,2217.75,2184.55,2188.0,3652.5466666666666,2198.2833333333333,2169.583333333334,,-1004.850000000009,98995.15
2020-01-24,2190.2,2190.7,2170.0,2185.0,3802.0666666666666,2196.766666666667,2212.0166666666664,,0.0,100000.0
2020-01-27,2188.0,2193.0,2165.0,2168.3,3440.6666666666665,2181.9,2223.5333333333338,,0.0,100000.0
2020-01-28,2174.0,2187.45,2152.0,2183.0,3624.2266666666665,2175.4333333333334,2198.8,,0.0,100000.0
2020-01-29,2185.4,2186.95,2150.0,2154.0,5461.2,2174.15,2198.866666666667,,0.0,100000.0
2020-01-30,2160.1,2164.05,2125.0,2134.65,4426.48,2163.65,2198.3,,0.0,100000.0
2020-01-31,2139.4,2144.1,2071.95,2082.4,4912.893333333333,2141.2333333333336,2202.3,,0.0,100000.0
2020-02-01,2078.3,2177.4,2063.75,2167.5,5018.88,2099.483333333333,2210.5166666666673,,0.0,100000.0
2020-02-03,2155.0,2194.7,2093.2,2110.0,5499.8533333333335,2136.2166666666667,2135.2166666666662,,0.0,100000.0
2020-02-04,2129.0,2136.7,2087.6,2111.95,5798.693333333334,2132.633333333333,2179.2333333333336,,0.0,100000.0
2020-02-05,2116.65,2155.9,2104.3,2147.5,3933.72,2112.083333333333,2177.6666666666665,,0.0,100000.0
2020-02-06,2145.0,2174.0,2117.0,2129.0,4480.8533333333335,2135.9,2119.866666666666,,-991.1999999999898,99008.80000000002
2020-02-07,2139.0,2151.0,2119.0,2138.0,4119.386666666666,2140.0,2154.8,,0.0,100000.0
2020-02-10,2140.1,2167.0,2119.0,2153.1,4888.2266666666665,2136.0,2161.0,,-1001.7000000000344,98998.29999999996
2020-02-11,2163.75,2174.55,2148.0,2152.7,2798.84,2146.366666666667,2153.0,,0.0,100000.0
2020-02-12,2151.95,2185.0,2151.1,2173.1,2869.6666666666665,2158.4166666666665,2144.7333333333336,,0.0,100000.0
2020-02-13,2171.85,2197.0,2171.05,2191.0,2914.8,2169.7333333333336,2165.733333333333,,871.200000000008,100871.20000000001
2020-02-14,2190.0,2212.0,2171.0,2183.0,2255.5866666666666,2186.35,2168.416666666667,,-995.499999999995,99004.5
2020-02-17,2196.5,2217.0,2190.45,2202.05,3589.96,2188.6666666666665,2201.7,,-444.49999999999363,99555.5
2020-02-18,2199.95,2221.0,2186.1,2215.0,4354.693333333334,2203.1666666666665,2186.883333333333,,103.95000000000573,100103.95000000001
2020-02-19,2216.95,2230.0,2190.55,2194.1,3301.88,2207.366666666667,2220.233333333333,,0.0,100000.0
2020-02-20,2202.0,2214.4,2151.25,2157.0,4087.88,2204.883333333333,2224.1833333333334,,0.0,100000.0
2020-02-24,2156.0,2178.95,2107.1,2112.0,4743.1866666666665,2174.2166666666667,2258.5166666666664,,0.0,100000.0
2020-02-25,2117.75,2176.35,2111.1,2163.0,4115.453333333333,2132.683333333333,2241.3333333333335,,0.0,100000.0
2020-02-26,2139.35,2163.85,2113.0,2122.0,4028.7733333333335,2150.15,2154.266666666666,,0.0,100000.0
2020-02-27,2118.0,2119.9,2086.5,2097.0,4883.2,2132.9500000000003,2187.3,,0.0,100000.0
2020-02-28,2066.0,2068.85,1991.0,2010.0,3963.52,2101.133333333333,2179.4000000000005,,0.0,100000.0
2020-03-02,2035.0,2053.95,1985.85,2002.7,4095.866666666667,2023.2833333333335,2211.2666666666664,,0.0,100000.0
2020-03-03,2021.1,2060.0,2012.8,2041.0,4191.466666666666,2014.1666666666667,2060.716666666667,,0.0,100000.0
2020-03-04,2055.0,2093.65,2025.0,2086.8,5086.066666666667,2037.9333333333334,2015.5333333333335,,1631.999999999989,101631.99999999999
2020-03-05,2085.7,2147.75,2085.7,2131.0,5292.36,2068.483333333333,2050.866666666667,,986.8499999999954,100986.84999999999
2020-03-06,2095.0,2123.65,2072.35,2115.4,3670.826666666667,2121.483333333333,2051.2666666666664,,802.8999999999887,100802.9
2020-03-09,2073.0,2073.0,1935.0,1981.0,4414.866666666667,2103.7999999999997,2170.6166666666663,,0.0,100000.0
2020-03-11,1929.9,1987.05,1925.95,1954.0,5535.373333333333,1996.3333333333333,2272.5999999999995,,0.0,100000.0
2020-03-12,1900.0,1900.05,1758.35,1772.0,8012.28,1955.6666666666667,2066.7166666666662,,0.0,100000.0
2020-03-13,1685.0,1820.0,1507.15,1820.0,5440.306666666666,1810.1333333333332,2152.9833333333336,,0.0,100000.0
2020-03-16,1755.55,1842.1,1677.05,1684.5,4908.0,1715.7166666666665,2113.1166666666663,,0.0,100000.0
2020-03-17,1729.9,1730.25,1624.95,1634.0,6141.56,1734.55,1754.383333333333,,0.0,100000.0
2020-03-18,1676.8,1711.8,1628.0,1669.25,5369.333333333333,1663.0666666666666,1844.1499999999999,,0.0,100000.0
2020-03-19,1575.6,1685.45,1548.0,1636.0,4549.08,1669.6833333333334,1698.1333333333332,,0.0,100000.0
2020-03-20,1629.35,1868.8,1627.2,1792.95,5708.4,1623.1499999999999,1791.3666666666668,,-999.3999999999983,99000.6
2020-03-23,1620.05,1743.95,1620.05,1631.0,6876.8,1762.9833333333333,1619.0999999999997,,-151.20000000000073,99848.8
2020-03-24,1653.05,1760.75,1653.05,1699.95,4983.826666666667,1665.0,1905.9166666666667,,0.0,100000.0
2020-03-25,1700.4,1810.0,1680.7,1732.0,3571.4533333333334,1704.5833333333333,1676.95,,-7.700000000003001,99992.3
2020-03-26,1828.2,1828.2,1722.55,1789.95,4623.066666666667,1740.8999999999999,1728.4666666666665,,0.0,100000.0
2020-03-27,1819.0,1850.0,1750.75,1850.0,4686.12,1780.2333333333333,1759.2499999999998,,87.0,100087.0
2020-03-30,1775.0,1905.0,1764.35,1781.7,4515.28,1816.9166666666667,1809.7166666666667,,-1005.0,98995.0
2020-03-31,1834.35,1855.0,1780.0,1819.0,5046.72,1817.0166666666667,1869.4833333333336,,0.0,100000.0
2020-04-01,1824.0,1834.6,1702.05,1714.0,4742.36,1818.0,1854.0333333333333,,0.0,100000.0
2020-04-03,1738.0,1740.0,1650.0,1657.0,4525.653333333334,1750.2166666666665,1933.95,,0.0,100000.0
2020-04-07,1710.0,1785.65,1710.0,1765.85,5183.733333333334,1682.3333333333333,1850.433333333333,,0.0,100000.0
2020-04-08,1759.95,1803.75,1701.0,1710.0,5189.866666666667,1753.8333333333333,1654.6666666666665,,0.0,100000.0
2020-04-09,1748.05,1778.0,1731.2,1761.0,6260.346666666666,1738.25,1806.6666666666665,,0.0,100000.0
2020-04-13,1764.95,1786.2,1746.0,1761.6,4292.96,1756.7333333333333,1745.3,,-275.6000000000024,99724.4
2020-04-15,1788.9,1812.0,1727.8,1736.0,5240.56,1764.5999999999997,1767.4666666666667,,-1005.399999999996,98994.6
2020-04-16,1705.25,1764.65,1678.5,1720.3,5349.04,1758.6000000000001,1801.3999999999994,,0.0,100000.0
2020-04-17,1801.9,1851.55,1755.4,1810.0,6226.32,1721.1499999999999,1838.7000000000003,,-677.3499999999974,99322.65000000001
2020-04-20,1828.0,1828.0,1803.0,1815.7,4431.293333333333,1805.6499999999999,1686.8999999999996,,0.0,100000.0
2020-04-21,1765.25,1794.0,1727.9,1737.75,5445.0,1815.5666666666666,1808.2999999999997,,0.0,100000.0
2020-04-22,1737.65,1790.0,1720.0,1773.0,4401.28,1753.2166666666665,1903.2333333333331,,0.0,100000.0
2020-04-23,1779.0,1889.75,1768.45,1867.0,5373.293333333333,1761.0,1786.433333333333,,3231.150000000005,103231.15000000001
2020-04-24,1840.7,1850.1,1807.95,1821.25,4505.426666666666,1841.7333333333333,1753.55,,0.0,100000.0
2020-04-27,1832.3,1875.0,1825.05,1834.0,4587.64,1826.4333333333334,1875.5166666666667,,0.0,100000.0
2020-04-28,1856.15,1866.95,1832.6,1865.0,4166.866666666667,1844.6833333333334,1827.8166666666668,,0.0,100000.0
2020-04-29,1870.2,1912.55,1850.05,1903.0,5357.04,1854.8500000000001,1856.7666666666669,,1699.599999999995,101699.59999999999
2020-04-30,1971.3,2031.6,1942.2,2019.2,6144.373333333333,1888.5333333333335,1859.6500000000003,,1289.5999999999972,101289.59999999999
2020-05-04,1964.6,1964.6,1914.15,1930.5,4327.48,1997.6666666666667,1834.866666666667,,0.0,100000.0
2020-05-05,1956.8,1976.8,1927.0,1932.75,3876.96,1936.4166666666667,2081.1833333333334,,0.0,100000.0
2020-05-06,1939.0,1953.5,1893.8,1909.0,4390.746666666667,1945.5166666666667,1945.8333333333335,,-996.3000000000075,99003.7
2020-05-07,1912.85,1934.45,1886.1,1895.95,3980.1466666666665,1918.7666666666667,1997.2333333333333,,0.0,100000.0
2020-05-08,1939.1,1939.1,1886.95,1897.0,4064.7466666666664,1905.5,1951.4333333333334,,0.0,100000.0
2020-05-11,1910.05,1951.25,1909.1,1936.0,4052.9333333333334,1907.6833333333334,1924.05,,262.59999999999764,100262.59999999999
2020-05-12,1933.1,1956.45,1910.3,1948.0,3765.2266666666665,1932.1166666666668,1906.2666666666669,,631.400000000006,100631.40000000001
2020-05-13,1994.0,1994.0,1926.1,1944.5,3992.4666666666667,1938.25,1953.9333333333336,,0.0,100000.0
2020-05-14,1910.05,1923.0,1891.1,1902.0,3396.7733333333335,1954.8666666666668,1950.4,,0.0,100000.0
2020-05-15,1915.35,1915.35,1865.45,1903.0,4067.6133333333332,1905.3666666666668,2018.6333333333337,,0.0,100000.0
2020-05-18,1907.0,1950.6,1872.6,1940.05,4559.546666666667,1894.6000000000001,1945.2833333333335,,-1000.5000000000132,98999.49999999999
2020-05-19,1914.8,1966.1,1907.9,1948.1,3907.3866666666668,1921.0833333333333,1916.6000000000004,,533.8999999999983,100533.9
2020-05-20,1950.1,1962.85,1931.75,1952.2,4584.08,1940.7,1934.2666666666664,,-23.400000000002365,99976.59999999999
2020-05-21,1948.2,1997.7,1941.8,1990.1,5182.333333333333,1948.9333333333334,1949.65,,2304.5999999999904,102304.59999999999
2020-05-22,1977.1,2031.75,1969.4,2015.15,5206.1866666666665,1976.5333333333335,1956.0666666666668,,2201.600000000006,102201.6
2020-05-26,2015.1,2022.95,1925.0,1949.45,5846.573333333334,2005.4333333333334,1983.666666666667,,0.0,100000.0
2020-05-27,1955.0,2010.0,1941.25,2008.0,5123.72,1965.8,2085.866666666667,,0.0,100000.0
2020-05-28,1988.0,2013.35,1971.65,2006.25,4868.906666666667,1986.4166666666667,1990.35,,409.1999999999873,100409.19999999998
2020-05-29,1982.0,2002.65,1963.5,1980.0,6851.96,1997.0833333333333,2001.1833333333334,,0.0,100000.0
2020-06-01,1990.0,2060.0,1982.35,2038.0,5151.013333333333,1982.05,2030.6666666666665,,1067.7999999999965,101067.8
2020-06-02,2060.0,2081.0,2040.5,2050.0,4008.9733333333334,2026.7833333333335,1981.75,,-1000.5,98999.5
2020-06-03,2053.3,2063.75,2020.0,2048.0,5519.493333333333,2057.1666666666665,2013.066666666667,,0.0,100000.0
2020-06-04,2047.05,2100.0,2047.05,2094.95,5767.826666666667,2043.9166666666667,2094.333333333333,,0.0,100000.0
2020-06-05,2091.6,2097.7,2040.3,2051.9,5205.413333333333,2080.6666666666665,2040.7833333333335,,0.0,100000.0
2020-06-08,2078.95,2095.0,2062.1,2069.1,4849.6,2063.2999999999997,2121.033333333333,,0.0,100000.0
2020-06-09,2067.0,2095.5,2060.25,2075.0,4022.0666666666666,2075.4,2064.4999999999995,,-995.8999999999833,99004.10000000002
2020-06-10,2077.05,2132.0,2073.6,2109.0,5779.426666666666,2076.9166666666665,2090.55,,392.99999999998363,100392.99999999999
2020-06-11,2101.0,2103.75,2062.0,2068.0,3845.5066666666667,2104.866666666667,2080.233333333333,,0.0,100000.0
2020-06-12,2015.0,2049.1,2012.0,2037.6,4391.826666666667,2077.9166666666665,2147.7333333333336,,0.0,100000.0
2020-06-15,2039.15,2058.8,2000.95,2036.2,3985.786666666667,2032.8999999999999,2143.833333333333,,0.0,100000.0
2020-06-16,2063.95,2073.95,2031.05,2041.8,4093.6,2031.9833333333333,2064.8499999999995,,0.0,100000.0
2020-06-17,2046.7,2058.85,2028.0,2045.75,4574.44,2048.9333333333334,2032.9166666666667,,-1001.1000000000097,98998.9
2020-06-18,2045.0,2059.1,2025.2,2036.2,4178.533333333334,2044.2,2069.866666666667,,0.0,100000.0
2020-06-19,2040.15,2090.0,2032.0,2043.65,6572.36,2040.1666666666667,2063.2,,-994.400000000016,99005.59999999998
2020-06-22,2044.7,2049.6,2019.75,2032.0,5371.133333333333,2055.2166666666667,2048.3333333333335,,0.0,100000.0
2020-06-23,2024.0,2044.0,2010.55,2039.0,6164.2266666666665,2033.7833333333335,2090.6833333333334,,0.0,100000.0
2020-06-24,2034.0,2064.0,2032.45,2041.1,4276.826666666667,2031.1833333333334,2057.0166666666673,,-996.2999999999779,99003.70000000003
2020-06-25,2034.05,2060.0,2009.75,2015.4,4982.693333333334,2045.8499999999997,2029.9166666666667,,-1005.0,98995.0
2020-06-26,2026.0,2131.25,2019.95,2115.2,7003.613333333334,2028.3833333333332,2081.9499999999994,,1263.6000000000095,101263.6
2020-06-29,2107.6,2127.35,2091.5,2103.45,5722.213333333333,2088.7999999999997,2036.8166666666664,,-1007.9999999999927,98992.0
2020-06-30,2101.65,2111.75,2075.6,2085.05,4752.8133333333335,2107.4333333333334,2086.0999999999995,,-1003.7999999999847,98996.20000000001
2020-07-01,2080.0,2113.65,2080.0,2100.0,4204.786666666667,2090.8,2139.266666666667,,0.0,100000.0
2020-07-02,2103.0,2165.0,2099.0,2159.0,5327.093333333333,2097.883333333333,2101.6000000000004,,3306.0,103306.0
2020-07-03,2163.6,2205.0,2160.9,2195.0,6590.026666666667,2141.0,2096.7666666666664,,1953.7500000000136,101953.75000000001
2020-07-06,2209.1,2269.8,2205.8,2261.0,6830.213333333333,2186.9666666666667,2121.1,,3055.800000000012,103055.80000000002
2020-07-07,2273.0,2301.65,2232.25,2269.9,6606.493333333333,2245.5333333333333,2168.133333333333,,-1001.0,98999.0
2020-07-08,2270.0,2273.85,2208.4,2219.0,3988.5466666666666,2267.933333333333,2258.8166666666666,,0.0,100000.0
2020-07-09,2228.0,2244.45,2193.35,2212.5,4559.52,2233.75,2327.466666666666,,0.0,100000.0
2020-07-10,2212.65,2249.3,2177.3,2221.1,7139.973333333333,2216.7666666666664,2274.15,,0.0,100000.0
2020-07-13,2221.0,2244.85,2210.9,2222.25,5330.653333333334,2215.9,2256.2333333333327,,0.0,100000.0
2020-07-14,2213.55,2238.85,2166.0,2175.0,4551.106666666667,2226.0,2220.9,,0.0,100000.0
2020-07-15,2185.0,2259.75,2182.1,2236.8,5960.013333333333,2193.2833333333333,2286.0,,0.0,100000.0
2020-07-16,2247.95,2332.05,2220.1,2233.0,6395.266666666666,2226.2166666666667,2204.4666666666667,,-994.7000000000053,99005.29999999999
2020-07-17,2239.0,2243.1,2190.15,2207.0,5943.933333333333,2261.7166666666667,2232.3333333333335,,0.0,100000.0
2020-07-20,2197.75,2226.55,2191.05,2214.0,5047.333333333333,2213.4166666666665,2333.2833333333333,,0.0,100000.0
2020-07-21,2231.0,2238.2,2201.25,2228.6,4220.653333333334,2210.5333333333333,2235.783333333333,,0.0,100000.0
2020-07-22,2230.45,2230.45,2184.2,2190.0,4406.84,2222.683333333333,2219.8166666666666,,-994.4999999999845,99005.50000000001
2020-07-23,2190.0,2190.1,2163.0,2174.2,4203.573333333334,2201.5499999999997,2261.166666666666,,0.0,100000.0
2020-07-24,2151.0,2162.95,2125.1,2158.8,5558.52,2175.766666666667,2240.0999999999995,,0.0,100000.0
2020-07-27,2163.95,2215.0,2163.95,2205.0,5082.88,2148.95,2226.433333333334,,0.0,100000.0
2020-07-28,2215.0,2320.0,2215.0,2310.2,6865.76,2194.65,2133.95,,3181.5,103181.5
2020-07-29,2294.1,2341.8,2246.45,2279.0,6254.08,2281.733333333333,2174.3,,-990.1500000000019,99009.84999999999
2020-07-30,2286.6,2358.0,2273.2,2281.0,6523.52,2289.0833333333335,2317.0166666666664,,-1011.6000000000131,98988.4
2020-07-31,2302.4,2334.7,2257.45,2291.0,5771.6,2304.0666666666666,2304.966666666667,,-1009.8000000000093,98990.2
2020-08-03,2290.45,2301.7,2232.7,2249.0,6425.786666666667,2294.383333333333,2350.6833333333334,,0.0,100000.0
2020-08-04,2265.0,2268.45,2225.1,2249.95,5161.653333333334,2261.133333333333,2356.0666666666666,,0.0,100000.0
2020-08-05,2255.25,2300.0,2253.0,2257.0,4910.386666666666,2247.833333333333,2297.1666666666665,,0.0,100000.0
2020-08-06,2273.9,2318.05,2269.0,2309.85,5763.666666666667,2270.0,2242.666666666666,,1060.0,101060.0
2020-08-07,2306.0,2327.85,2287.6,2295.0,5889.453333333333,2298.9666666666667,2271.0,,0.0,100000.0
2020-08-10,2314.0,2325.0,2276.05,2282.95,5979.28,2303.483333333333,2310.3333333333335,,-996.4000000000096,99003.59999999999
2020-08-11,2289.4,2311.4,2276.5,2282.5,5441.466666666666,2294.6666666666665,2330.916666666666,,0.0,100000.0
2020-08-12,2280.0,2295.95,2246.55,2262.0,5486.253333333333,2290.133333333333,2312.833333333333,,0.0,100000.0
2020-08-13,2273.0,2300.0,2250.5,2260.0,4624.026666666667,2268.1666666666665,2333.7166666666662,,0.0,100000.0
2020-08-14,2273.8,2281.25,2233.1,2243.85,4708.92,2270.1666666666665,2285.833333333333,,0.0,100000.0
2020-08-17,2261.0,2269.0,2238.45,2260.0,4980.946666666667,2252.7333333333336,2307.233333333333,,0.0,100000.0
2020-08-18,2262.8,2289.0,2250.0,2269.8,5255.826666666667,2255.8166666666666,2267.0166666666673,,-1004.6500000000065,98995.34999999999
2020-08-19,2276.5,2284.6,2253.3,2259.95,5067.866666666667,2269.6,2261.633333333333,,-1003.7999999999847,98996.20000000001
2020-08-20,2257.0,2276.15,2240.35,2249.0,4815.866666666667,2265.95,2285.8999999999996,,0.0,100000.0
2020-08-21,2262.4,2271.0,2241.75,2249.75,4417.573333333334,2255.1666666666665,2291.5499999999997,,0.0,100000.0
2020-08-24,2253.5,2259.0,2230.0,2250.9,5060.6,2254.1666666666665,2268.583333333333,,0.0,100000.0
2020-08-25,2247.5,2250.0,2234.1,2242.0,3713.8133333333335,2246.633333333333,2278.333333333333,,0.0,100000.0
2020-08-26,2242.0,2259.9,2216.5,2256.0,5623.413333333333,2242.0333333333333,2259.1666666666665,,0.0,100000.0
2020-08-27,2265.05,2287.0,2242.8,2248.1,5816.88,2244.133333333333,2267.5666666666666,,-1004.9499999999816,98995.05000000002
2020-08-28,2269.35,2279.55,2235.1,2238.25,4879.573333333334,2259.2999999999997,2245.4666666666662,,0.0,100000.0
2020-08-31,2242.0,2276.2,2228.1,2245.95,6994.2,2250.9666666666667,2283.4999999999995,,0.0,100000.0
2020-09-01,2268.0,2278.0,2241.5,2250.0,5251.493333333333,2250.083333333333,2273.8333333333335,,-999.6000000000267,99000.39999999998
2020-09-02,2247.85,2268.7,2241.65,2263.75,3989.44,2256.5,2258.666666666666,,-998.25,99001.75
2020-09-03,2269.1,2324.0,2268.55,2300.0,5114.56,2258.0333333333333,2271.35,,1062.749999999994,101062.75
2020-09-04,2274.5,2324.0,2264.25,2300.0,6391.026666666667,2297.516666666667,2247.5166666666664,,395.50000000000637,100395.5
2020-09-07,2288.85,2343.0,2284.15,2330.0,5706.44,2296.0833333333335,2330.7833333333338,,-1005.8000000000043,98994.2
2020-09-08,2337.75,2390.45,2327.05,2342.8,7158.96,2319.0499999999997,2308.016666666667,,374.3999999999651,100374.39999999997
2020-09-09,2327.9,2359.0,2320.0,2322.0,6432.826666666667,2353.4333333333334,2311.0499999999993,,-687.3000000000216,99312.69999999998
2020-09-10,2337.55,2348.5,2325.0,2329.1,4015.72,2333.6666666666665,2386.866666666667,,0.0,100000.0
2020-09-11,2330.15,2383.0,2330.15,2370.3,5698.733333333334,2334.2000000000003,2342.333333333333,,-1001.25,98998.75
2020-09-14,2394.05,2504.45,2387.45,2485.0,6968.08,2361.15,2338.2500000000005,,4032.700000000009,104032.70000000001
2020-09-15,2493.5,2538.0,2464.6,2489.45,6657.386666666666,2458.9666666666667,2334.8500000000004,,-993.25,99006.75
2020-09-16,2487.7,2507.6,2477.6,2502.0,4756.333333333333,2497.35,2453.3333333333335,,141.59999999999127,100141.59999999999
2020-09-17,2479.9,2495.65,2452.9,2466.05,5575.973333333333,2495.733333333333,2517.1,,0.0,100000.0
2020-09-18,2480.9,2500.4,2436.7,2457.5,5610.533333333334,2471.5333333333333,2538.566666666666,,0.0,100000.0
2020-09-21,2460.6,2504.9,2453.55,2468.0,5563.493333333333,2464.866666666667,2506.366666666667,,0.0,100000.0
2020-09-22,2484.0,2555.0,2458.5,2527.0,6601.16,2475.4833333333336,2476.1833333333334,,-990.8999999999951,99009.1
2020-09-23,2513.8,2516.95,2410.0,2463.0,7553.466666666666,2513.5,2492.466666666667,,-988.9000000000106,99011.09999999999
