2018-04-09, Close, 1377.64
2018-04-10, Close, 1384.09
2018-04-11, Close, 1420.15
2018-04-12, Close, 1479.10
2018-04-13, Close, 1485.72
2018-04-16, Close, 1501.90
2018-04-17, Close, 1491.99
2018-04-18, Close, 1488.45
2018-04-19, Close, 1503.55
2018-04-20, Close, 1603.11
2018-04-23, Close, 1606.03
2018-04-24, Close, 1595.19
2018-04-25, Close, 1635.05
2018-04-25, BUY CREATE, 1635.05
2018-04-26, BUY EXECUTED, Price: 1633.53, Cost: 100000.00, Comm 200.00
2018-04-26, Close, 1667.56
2018-04-26, SELL EXIT, 1667.56
2018-04-27, SELL EXECUTED, Price: 1660.85, Cost: 100000.00, Comm 200.00
2018-04-27, OPERATION PROFIT, GROSS 2049.00, NET 1649.00
2018-04-27, Close, 1626.43
2018-04-30, Close, 1664.20
2018-05-02, Close, 1648.96
2018-05-03, Close, 1640.53
2018-05-04, Close, 1640.01
2018-05-07, Close, 1611.82
2018-05-08, Close, 1621.37
2018-05-09, Close, 1644.03
2018-05-10, Close, 1626.10
2018-05-11, Close, 1628.79
2018-05-14, Close, 1617.77
2018-05-15, Close, 1640.78
2018-05-16, Close, 1646.20
2018-05-17, Close, 1645.21
2018-05-18, Close, 1650.04
2018-05-21, Close, 1675.82
2018-05-22, Close, 1653.27
2018-05-23, Close, 1646.77
2018-05-24, Close, 1697.93
2018-05-25, Close, 1689.50
2018-05-28, Close, 1650.04
2018-05-29, Close, 1660.15
2018-05-30, Close, 1655.72
2018-05-31, Close, 1654.29
2018-05-31, BUY CREATE, 1654.29
2018-06-01, BUY EXECUTED, Price: 1666.60, Cost: 100000.00, Comm 200.00
2018-06-01, Close, 1646.12
2018-06-01, SELL EXIT, 1646.12
2018-06-04, SELL EXECUTED, Price: 1658.05, Cost: 100000.00, Comm 200.00
2018-06-04, OPERATION PROFIT, GROSS -641.25, NET -1041.25
2018-06-04, Close, 1657.33
2018-06-05, Close, 1635.81
2018-06-06, Close, 1639.75
2018-06-07, Close, 1649.07
2018-06-08, Close, 1660.04
2018-06-11, Close, 1662.51
2018-06-12, Close, 1692.25
2018-06-13, Close, 1733.20
2018-06-14, Close, 1698.48
2018-06-15, Close, 1748.36
2018-06-18, Close, 1737.86
2018-06-19, Close, 1733.58
2018-06-20, Close, 1731.64
2018-06-21, Close, 1728.69
2018-06-22, Close, 1719.62
2018-06-25, Close, 1728.60
2018-06-26, Close, 1759.71
2018-06-27, Close, 1765.41
2018-06-28, Close, 1750.88
2018-06-29, Close, 1755.68
2018-07-02, Close, 1759.10
2018-07-03, Close, 1780.66
2018-07-03, BUY CREATE, 1780.66
2018-07-04, BUY EXECUTED, Price: 1786.22, Cost: 100000.00, Comm 200.00
2018-07-04, Close, 1773.16
2018-07-04, SELL EXIT, 1773.16
2018-07-05, SELL EXECUTED, Price: 1779.67, Cost: 100000.00, Comm 200.00
2018-07-05, OPERATION PROFIT, GROSS -491.25, NET -891.25
2018-07-05, Close, 1786.60
2018-07-06, Close, 1817.63
2018-07-09, Close, 1789.17
2018-07-10, Close, 1781.66
2018-07-11, Close, 1881.24
2018-07-11, BUY CREATE, 1881.24
2018-07-12, BUY EXECUTED, Price: 1885.14, Cost: 100000.00, Comm 200.00
2018-07-12, Close, 1873.12
2018-07-12, SELL EXIT, 1873.12
2018-07-13, SELL EXECUTED, Price: 1876.58, Cost: 100000.00, Comm 200.00
2018-07-13, OPERATION PROFIT, GROSS -642.00, NET -1042.00
2018-07-13, Close, 1882.38
2018-07-13, BUY CREATE, 1882.38
2018-07-16, BUY EXECUTED, Price: 1890.84, Cost: 100000.00, Comm 200.00
2018-07-16, Close, 1890.08
2018-07-16, SELL EXIT, 1890.08
2018-07-17, SELL EXECUTED, Price: 1893.69, Cost: 100000.00, Comm 200.00
2018-07-17, OPERATION PROFIT, GROSS 213.75, NET -186.25
2018-07-17, Close, 1906.21
2018-07-18, Close, 1904.41
2018-07-19, Close, 1886.46
2018-07-20, Close, 1900.93
2018-07-23, Close, 1909.55
2018-07-23, BUY CREATE, 1909.55
2018-07-24, BUY EXECUTED, Price: 1918.45, Cost: 100000.00, Comm 200.00
2018-07-24, Close, 1903.22
2018-07-24, SELL EXIT, 1903.22
2018-07-25, SELL EXECUTED, Price: 1905.98, Cost: 100000.00, Comm 200.00
2018-07-25, OPERATION PROFIT, GROSS -935.25, NET -1335.25
2018-07-25, Close, 1886.55
2018-07-26, Close, 1870.56
2018-07-27, Close, 1850.61
2018-07-30, Close, 1851.42
2018-07-31, Close, 1847.23
2018-08-01, Close, 1881.79
2018-08-02, Close, 1855.04
2018-08-03, Close, 1884.60
2018-08-06, Close, 1880.89
2018-08-07, Close, 1873.08
2018-08-08, Close, 1879.41
2018-08-09, Close, 1879.75
2018-08-10, Close, 1897.60
2018-08-13, Close, 1904.31
2018-08-14, Close, 1907.55
2018-08-16, Close, 1912.26
2018-08-17, Close, 1916.31
2018-08-20, Close, 1913.64
2018-08-20, BUY CREATE, 1913.64
2018-08-21, BUY EXECUTED, Price: 1913.83, Cost: 100000.00, Comm 200.00
2018-08-21, Close, 1920.97
2018-08-21, SELL EXIT, 1920.97
